OperatorControlNumber,DifficultyDate,SubmissionDate,OperatorDesignator,SubmitterDesignator,SubmitterTypeCode,ReceivingRegionCode,ReceivingDistrictOffice,SDRType,JASCCode,NatureOfConditionA,NatureOfConditionB,NatureOfConditionC,PrecautionaryProcedureA,PrecautionaryProcedureB,PrecautionaryProcedureC,PrecautionaryProcedureD,StageOfOperationCode,HowDiscoveredCode,RegistryNNumber,AircraftMake,AircraftModel,AircraftSerialNumber,AircraftTotalTime,AircraftTotalCycles,EngineMake,EngineModel,EngineSerialNumber,EngineTotalTime,EngineTotalCycles,PropellerMake,PropellerModel,PropellerSerialNumber,PropellerTotalTime,PropellerTotalCycles,PartMake,PartName,PartNumber,PartSerialNumber,PartCondition,PartLocation,PartTotalTime,PartTotalCycles,PartTimeSince,PartSinceCode,ComponentMake,ComponentModel,ComponentName,ComponentPartNumber,ComponentSerialNumber,ComponentLocation,ComponentTotalTime,ComponentTotalCycles,ComponentTimeSince,ComponentSinceCode,FuselageStationFrom,FuselageStationTo,StringerFrom,StringerFromSide,StringerTo,StringerToSide,WingStationFrom,WingStationFromSide,WingStationTo,WingStationToSide,ButtLineFrom,ButtLineFromSide,ButtlineTo,ButtlineToSide,WaterLineFrom,WaterLineTo,CrackLength,NumberOfCracks,CorrosionLevel,StructuralOther,Discrepancy
SWAA2024022647538,2/1/2024 0:00:00,2/26/2024 17:00:09,SWAA,SWAA,A,SW,29,A,5321,O,,,K,,,,IN,9,8603F,BOEING,7378H4,38875,39482.0,18290.0,,,,,,,,,,,,FLOOR PANEL,UNKNOWN,,DELAMINATED,PAX CABIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DELAMINATED FLOOR PANEL 241SF AT PASSENGER CABIN 2024-69194<[01] TOOL USED: CALIPER P/N: 500-197-30 S/N: B20189515 DUE DATE: 26-JAN-25;[02] TOOL USED: HOT BONDER P/N: HCS9200B; S/N: 15102320; DUE DATE: 25-JAN-25.;[03] TOOL USED: SCALE PN: CR5200 SN: 8342514597 DUE DATE: 21-FEB-24.;[04] TOOL USED: HOT BONDER PN: HCS9200B SN: 15102320 DUE DATE: 25-JAN-25;[05] TOOL USED: SCALE P/N: CR5200 S/N: 8343110765 DUE DATE: 20-FEB-24; HOT BONDER P/N: HCS9200B S/N: 15102320 DUE DATE: 25-JAN-25;[06] REPAIRED FLOOR PANEL 241SF AT PASSENGER CABIN IAW B737-800 SRM 53-00-50-2R-1 REPAIR 1. SEE INDIVIDUAL SIGNOFFS BELOW.;[07] JOB COMPLETED RII.
ASAA2024021647912,2/16/2024 0:00:00,2/20/2024 16:42:52,ASAA,ASAA,A,NM,2,A,3350,O,,,K,,,,NR,V,569AS,BOEING,737890,35184,60586.0,18347.0,,,,,,,,,,,,LENS,8200037709,,DETACHED,EMERGENCY LIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"EXIT SIGN NEXT TO DOOR L1 FELL OFF. GROUNDED - YES. (RESOLVED ON W/O: 1989143 TASKCARD: N/R-00002 ) REMOVED AND REPLACED L1 DOOR EXIT SIGN LIGHT ASSEMBLY REF AMM TASK 33-51-01-960-802, OPS CHECK GOOD THIS CLEARS PLT C/N 16048569."
AALA202402210491,2/1/2024 0:00:00,2/21/2024 7:33:54,AALA,AALA,A,SW,21,A,5320,O,,,K,,,,IN,V,885NN,BOEING,737823,31139,35397.0,15088.0,,,,,,,,,,,BOEING,TRANSITION PANEL,146A750233,,CORRODED,AFT CARGO,,,,,,,,,,,,,,,787,807,,,,,,,,,25,L,,,,,,,,,"AIRCRAFT IN BASE MAINTENANCE: CORROSION ON AFT CARGO COMPARTMENT TRANSITION PANEL BETWEEN BS 787 AND BS 807, LBL 25. REPLACED TRANSITION PANEL PER AARD 51-00-05-1."
SWAA2024022053677,2/18/2024 0:00:00,2/20/2024 16:07:05,SWAA,SWAA,A,SW,29,A,3350,O,,,O,,,,TX,9,8859Q,BOEING,7378,42657,2988.0,1724.0,,,,,,,,,,,,COVER,UNKNOWN,,MISSING,EMERGENCY LIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AFT GALLEY EXIT SIGN MISSING COVER<[01] REPLACED MISSING EMERGENCY EXIT LIGHT COVER ON R/H SIDE OF AFT GALLEY PER AMM 20-50-11.
SWAA2024022749558,2/6/2024 0:00:00,2/27/2024 16:28:32,SWAA,SWAA,A,SW,29,A,5420,O,,,K,,,,IN,9,8625A,BOEING,7378H4,36896,33454.0,15850.0,,,,,,,,,,,,INTERCOSTAL,UNKNOWN,,CRACKED,NR 1 NACELLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PANEL 414 COWL ASSY - FAN - #1 ENGINE INBOARD INTERCOSTAL CRACKED JUST BELOW SERVICE DOOR.<[01] REMOVED AND INSTALLED NEW INTERCOSTAL PER SRM 51-10-02;[02] C/W
AALA202402280232,2/27/2024 0:00:00,2/28/2024 12:28:30,AALA,AALA,A,SW,21,A,5250,O,,,K,,,,NR,O,355PU,BOEING,737823,33348,17713.0,7782.0,,,,,,,,,,,,DOOR,UNKNOWN,,LOOSE,FWD LAVATORY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AIRCRAFT WAS NOT GROUNDED: FORWARD LAVATORY DOOR HANDLE LOOSE ON BOTH SIDES OF DOOR; HARD TO OPEN OR CLOSE. SECURED FORWARD LAVATORY DOOR HANDLES.
SWAA2024022957387,2/29/2024 0:00:00,2/29/2024 15:44:42,SWAA,SWAA,A,SW,29,A,2560,L,,,K,,,,IN,C,8779Q,BOEING,7378,67760,4706.0,2366.0,,,,,,,,,,,,MEGAPHONE,UNKNOWN,,NO TEST,AFT CABIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AFT MEGAPHONE WILL NOT TEST GREEN<[01] R/R AFT MEGA PHONE PER AMM SIP;[02] R/R AFT MEGAPHONE PER AMM 25-64-00
DALA2024030402944,2/26/2024 0:00:00,3/4/2024 10:49:36,DALA,DALA,A,SO,27,A,5320,O,,,K,,,,IN,O,389DA,BOEING,737832,30376,72141.0,28858.0,,,,,,,,,,,BOEING,CHANNEL,UNKNOWN,,CORRODED,BS 500D-500F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,(LOG 0220817) ZEE CHANNEL SHOW SIGNS OF CORROSION IN MULTIPLE AREAS FROM STA 500D -500F LBL25 WL158. REPAIRED FROM STA 500A+9 TO STA 500F+12 IAW B737 SRM 53-00-53-2R-5.
SWAA2024030451246,2/11/2024 0:00:00,3/4/2024 17:05:46,SWAA,SWAA,A,SW,29,A,3350,O,,,K,,,,IN,V,8602F,BOEING,7378H4,38110,39957.0,18565.0,,,,,,,,,,,,BATTERY PACK,UNKNOWN,,INOPERATIVE,EMERGENCY LIGHTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SEVERAL EXTERIOR AND INTERIOR EMERGENCY LIGHTS INOPERATIVE.<[01] REPLACED EMERGENCY LIGHTS BATTERY PACKS I/A/W SWA AMM 33-51-06-960-805. OPERATIONAL TEST PASSED. BATTERY; BATTERY PACK M1670 - P/N: AD-D717-01-100SWA. B/N: 454354 BATTERY; BATTERY PACK M1694 - P/N: AD-D717-01-100SWA. B/N: 454842 BATTERY; BATTERY PACK M1695 - P/N: AD-D717-01-100SWA. B/N: 447576;[02] PERFORMED TROUBLESHOOTING. FOUND 4 BATTERY PACKS DEFECTIVE. POSITIONS M1670; M1694; M1695; M1675 REPLACED EMERGENCY LIGHTS BATTERY PACKS AS PER AMM REF 33-51-06-960-805 AND WDM 33-51-13 AND WDM 33-51-14. (REPLACEMENT OF BATTERY PACK AT POSITION M1675 NOT REQUIRED) ALL LIGHTS ARE FUNCTIONING; INSTALLATION TEST PASSED.
AALA202403048508,2/29/2024 0:00:00,3/4/2024 15:22:41,AALA,AALA,A,SW,21,A,2820,K,,,E,,,,NR,O,827NN,BOEING,737823,33209,41182.0,17310.0,CFMINT,CFM567B243,802581.0,41951.0,17456.0,,,,,,SIMMONDS,COMPENSATOR,UNKNOWN,,FAULTY,FUEL SYSTEM,,,,,CFMINT,,ENGINE,,,ENGINE 2,,,9010.0,R,,,,,,,,,,,,,,,,,,,,,"AIRCRAFT WAS GROUNDED: AN EMERGENCY WAS DECLARED DUE TO: ENGINE 2 SUSPECTED FUEL LEAK, ENGINE SECURED IN FLIGHT; AIRCRAFT AIR INTERRUPTED BACK TO AND LANDED SAFELY AT ORD.**SUPPLEMENTAL REPORT FOR (AALA202403018508): REPLACED 1 MAIN FUEL QUANTITY COMPENSATOR F156. OPERATIONAL AND LEAK CHECKS GOOD. PER FUEL VENDOR TANK TIGERS WORK ORDER #12446R264"
SWAA2024040154876,2/22/2024 0:00:00,4/1/2024 16:22:11,SWAA,SWAA,A,SW,29,A,5320,O,,,K,,,,IN,9,8314L,BOEING,7378H4,36990,38013.0,17726.0,,,,,,,,,,,BOEING,GUSSET,UNKNOWN,,CRACKED,BS 500I S19R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CRACK GUSSET BS 500I AND STRINGER 19R AT FWD CARGO COMPARTMENT 2024-145702<[01] REPLACED GUSSET LOCATED BS 500I AND STRINGER 19R AT FWD CARGO COMPARTMENT AND FASTENERS I.A.W B737-800 SRM 51-40-02; SRM 51-10-02 ITEM 9 AND DWG: 143A7902 SHEET: 267 REV: B SEE INVIDUAL SIGN OFF BELOW;[02] CERTIFIED STEP 1 COMPLETED RII
SWAA2024040155247,2/23/2024 0:00:00,4/1/2024 16:22:13,SWAA,SWAA,A,SW,29,A,5320,O,,,K,,,,IN,9,8314L,BOEING,7378H4,36990,38013.0,17726.0,,,,,,,,,,,BOEING,SUPPORT ANGLE,UNKNOWN,,CRACKED,BS 380-400 RBL40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"CRACK ON SUPPORT ANGLE LOCATED BTW BS 380 TO BS 400 RBL 40 WL 208.1 AT PASSENGER CABIN. REPLACED THE SUPPORT ANGLE IAW SRM 51-10-02 ITEM 9 AND DWG: 143A5400; SHEET 140, REV -, AND DWG: 143A5400, SHEET 142, REV -."
AALA202402059146,2/3/2024 0:00:00,2/5/2024 9:11:23,AALA,AALA,A,SW,23,A,5340,O,,,K,,,,IN,V,976AN,BOEING,737823,30099,64363.0,26931.0,,,,,,,,,,,BOEING,FITTING,111A24012,,CRACKED,BS 540,,,,,,,,,,,,,,,540,,,,,,,,,,6.14,R,,,,,,1.0,,,AIRCRAFT IN BASE MAINTENANCE: CRACK IN CENTER WING BOX FORWARD SPAR UPPER SHEAR FITTING AT BS 540 AND RBL 6.14. REPLACED SHEAR FITTING PER AARD 57-14-00-1 REPAIR 1.
AALA202402051883,2/3/2024 0:00:00,2/5/2024 9:11:21,AALA,AALA,A,SW,23,A,5320,O,,,K,,,,IN,V,976AN,BOEING,737823,30099,64363.0,26931.0,,,,,,,,,,,BOEING,FITTING,111A24011,,CRACKED,BS 540,,,,,,,,,,,,,,,540,,,,,,,,,,40.87,L,,,,,,1.0,,,AIRCRAFT IN BASE MAINTENANCE: CRACK IN CENTER WING BOX FORWARD SPAR UPPER SHEAR FITTING AT BS 540 AND LBL 40.87. REPLACED SHEAR FITTING PER AARD 57-14-00-1 REPAIR 1.
AALA202402058115,2/1/2024 0:00:00,2/5/2024 14:12:32,AALA,AALA,A,SW,23,A,2781,N,,,O,,,,CL,O,945AN,BOEING,737823,30085,65046.0,27673.0,,,,,,,,,,,,SENSOR,UNKNOWN,,DEFECTIVE,SLAT SYS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"AIRCRAFT WAS GROUNDED: AN EMERGENCY WAS DECLARED INTO DFW. DURING CLIMB OUT, LEADING EDGE FLAPS TRANSIT LIGHT ILLUMINATED INTERMITTENTLY WITH ASSOCIATED #3 LEADING EDGE SLAT LIGHT ON THE OVERHEAD PANEL. FLIGHT CREW RAN THE APPROPRIATE CHECKLIST AND PROCEEDED AS IF THE PANEL WAS DEPLOYED. FLIGHT CREW REPORTED NORMAL FLAPS 15 LANDING AT DFW AND INDICATIONS WERE NORMAL IN THE LANDING CONFIGURATION. THE AIRCRAFT LANDED SAFELY AT DFW AND TAXIED TO THE GATE UNDER ITS OWN POWER. **SUPPLEMENTAL REPORT FOR AALA202402028115: MAINTENANCE REPLACED THE LEFT WING LEADING EDGE OUTBOARD SLAT 4 SENSOR AND ACCOMPLISHED ASATISFACTORY OPERATIONAL CHECK.** (CLOSED)"
AALA202403078642,2/22/2024 0:00:00,3/7/2024 14:24:46,AALA,AALA,A,SW,21,A,5315,O,,,K,,,,IN,V,937AN,BOEING,737823,30082,64028.0,26888.0,,,,,,,,,,,,FLOORBEAM,UNKNOWN,,CORRODED,BS 947 RBL 50,,,,,,,,,,,,,,,947,,,,,,,,,,50,R,,,,,,,2.0,,"AIRCRAFT IN BASE MAINTENANCE: CORROSION UPPER CHORD OF AFT PASSENGER CABIN FLOOR BEAM AT BS 947, RBL 50. REPAIRED FLOOR BEAM UPPER CHORD PER SRM 53-70-51-2R-5."
SWAA2024030747721,2/2/2024 0:00:00,3/7/2024 15:57:12,SWAA,SWAA,A,SW,29,A,5320,O,,,K,,,,IN,9,8565Z,BOEING,7378H4,42533,19940.0,10049.0,,,,,,,,,,,BOEING,PLATE,UNKNOWN,,CORRODED,BS 747-767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AFT CARGO COMPARTMENT FLOOR STRUCTURE; LEFT SIDE PLATE HAS SURFACE CORROSION FROM STA 747-767 AROUND FASTENER HOLES. AFT CARGO COMPARTMENT FLOOR STRUCTURE LEFT SIDE PLATE HAS SURFACE CORROSION FROM STA 747-767 AROUND FASTENER HOLES.<[01] REMOVED CORROSIONS; REMAINING THICKNESS IS 0.034. OUT OF LIMITS IAW SRM 53-00-53-1A-2.;[02] L/H SIDE PLATE IS REPLACED WITH NEW FROM STA 727 - 847. ALL WORK AND SIGN OFFS ACCOMPLISHED ON TASK CARD TTG8Q00RAMEJ;[03] L/H SIDE PLATE IS REPLACED WITH NEW FROM STA 727 - 847. ALL WORK AND SIGN OFFS ACCOMPLISHED ON TASK CARD TTG8Q00RAMEJ
SWAA2024030747696,2/2/2024 0:00:00,3/7/2024 15:57:19,SWAA,SWAA,A,SW,29,A,5320,O,,,K,,,,IN,9,8565Z,BOEING,7378H4,42533,19940.0,10049.0,,,,,,,,,,,BOEING,PLATE,UNKNOWN,,CORRODED,BS 727A-727B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AFT CARGO COMPARTMENT FLOOR STRUCTURE; LEFT SIDE PLATE HAS SURFACE CORROSION FROM STA 727A-727B AROUND FASTENER HOLES.<[01] REMOVED CORROSIONS. REMAINING THICKNESS IS .006; OUT OF LIMITS IAW SRM 53-00-53-1A-2.;[02] REMOVED L/H SIDE PLATE FOR REPLACEMENT PER SRM 51-40-02 FROM STA 727-827.;[03] REMOVED LH SIDE PLATE PER SRM 51-40-02 FROM STA 727-847.;[04] OK TO INSTALL NEW SIDE PLATE.;[05] INSTALLED NEW L/H SIDE PLATE FROM STA 727-847 PER SRM 51-40-02;[06] COMPLETED WITH NEW
SWAA2024030747559,2/1/2024 0:00:00,3/7/2024 15:57:19,SWAA,SWAA,A,SW,29,A,5320,O,,,K,,,,IN,9,8565Z,BOEING,7378H4,42533,19940.0,10049.0,,,,,,,,,,,BOEING,ANGLE,UNKNOWN,,CORRODED,BS 500C-500D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FWD CARGO; RH TRANS. ANGLE HAS CORROSION; STA. 500D TO 500C<[01] REMOVED CORROSION PER SRM 51-10-02. THE REMAINING THICKNESS IS OUT OF LIMIT PER SRM 53-00-53-1A-2;[02] FAULT RESOLVED ON FAULT ID # TTG8Q00RA85G;[03] VERIFIED CORRECTIVE ACTION #2
SWAA2024020547630,2/2/2024 0:00:00,2/5/2024 17:04:17,SWAA,SWAA,A,SW,29,A,3350,O,,,O,,,,TX,9,8519R,BOEING,7378H4,36910,23776.0,11743.0,,,,,,,,,,,,LIGHT,UNKNOWN,,INOPERATIVE,OVERWING EXIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CA SIDE FWD OVERWING EMERGENCY EXIT FLOOD LIGHT INOP LEFT FWD EMER EXIT SIDEWALL LIGHT. IT'S JUST A SIDEWALL LIGHT<[01] FOUND SIDEWALL LIGHT INOP. OK TO CONTINUE PER MEL 33-2-04;[02] R & R CA SIDE FWD OVER WING EMERGENCY EXIT FLOOD LIGHT ASSEMBLY REF AMM 33-21-00; OPS CHECK GOOD.
SWAA2024020548299,2/2/2024 0:00:00,2/5/2024 17:04:24,SWAA,SWAA,A,SW,29,A,2565,O,,,O,,,,TX,O,8535S,BOEING,7378H4,63596,21782.0,10954.0,,,,,,,,,,,,SLIDE,,,OUT OF ADJUST,FWD SERVICE DOOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FORWARD SERVICE DOOR GIRT BAR VERY HARD TO MOVE IN AND OUT OF BRACKETS<[01] REMOVED SLIDE AND ADJUSTED Z FOLD. REINSTALLED. OK FOR SERVICE. REF AMM 25-66-00
SCNA20240309072,2/8/2024 0:00:00,3/9/2024 3:39:42,SCNA,SCNA,A,GL,15,A,5312,O,,,K,,,,IN,9,5683A,BOEING,73783N,32601,66043.0,31466.0,,,,,,,,,,,BOEING,BULKHEAD WEB,UNKNOWN,,CRACKED,NLG WW,,,,,,,,,,,,,,,,,,,,,,,,,9,R,,,,,,,,,"LOWER FUSELAGE MAIN WHEEL WELL RIGHT SIDE, FWD BULKHEAD LOWER WEB WITH CRACK AT RBL 9. PERFORMED PERMANENT REPAIR AT LOWER FUSELAGE MAIN W/W R/H SIDE FWD BULKHEAD LOWER WEB AT RBL 9 IAW B737-800 BCF SRM TASK 57-10-10-1A-2 A/D2 PARAGRAPH 2.C (4)(A)6)D) AND SRM 51-70-04-2R-10 REPAIR 10 FIG 201 REV 19 DATED 11/10/2023"
SCNA20240309074,2/8/2024 0:00:00,3/9/2024 4:08:41,SCNA,SCNA,A,GL,15,A,5312,O,,,K,,,,IN,O,5683A,BOEING,7378,32601,66043.0,31466.0,,,,,,,,,,,BOEING,BULKHEAD,UNKNOWN,,CRACKED,MLG WW,,,,,,,,,,,,,,,,,,,,,,,,,40,L,,,,,,,,,LOWER FUSELAGE MAIN WHEEL WELL LEFT SIDE FWD BULKHEAD LOWER WEB WITH CRACK AT LBL 40.00. PERFORMED PERMANENT REPAIR AT LOWER FUSELAGE MAIN WW LH SIDE FWD BULKHEAH LOWER WEB AT LBL 40 IAW B737-800 BCF SRM TASK 57-10-10-1A-2 A/D 2 PARAGRAPG 2.C (4)(A)6)D) AND SRM 51-70-04-2R-10 REPAIR 10 FIG 201 REV 19 DATED 11/10/2023
AALA202402070415,2/6/2024 0:00:00,2/7/2024 9:42:57,AALA,AALA,A,SW,23,A,5320,O,,,K,,,,IN,V,920AN,BOEING,737823,29521,60253.0,24619.0,,,,,,,,,,,BOEING,FLOOR SUPPORT,147A5660U22,,CORRODED,BS 947-967 RBL50,,,,,,,,,,,,,,,947,967,,,,,,,,,50,R,,,,,,,2.0,,"AIRCRAFT IN BASE MAINTENANCE: CORROSION ON PASSENGER CABIN FLOOR STRUCTURE INTERCOSTAL FROM BS 947 TO BS 967, RBL 50. REPLACED INTERCOSTAL PER SRM 51-40-02-0G."
AALA202402079783,2/6/2024 0:00:00,2/7/2024 11:11:26,AALA,AALA,A,SW,23,A,5312,O,,,K,,,,IN,V,920AN,BOEING,737823,29521,60253.0,24619.0,,,,,,,,,,,,BULKHEAD WEB,UNKNOWN,,CORRODED,BS 1016 LBL 38,,,,,,,,,,,,,,,1016,,,,,,,,,,38,L,,,,,,,2.0,,"AIRCRAFT IN BASE MAINTENANCE: CORROSION ON PASSENGER CABIN AFT BULKHEAD LOWER WEB AT STA 1016, LBL 38. REPLACED WEB PER SRM 51-40-02-0G."
SWAA2024030847729,2/2/2024 0:00:00,3/8/2024 15:43:41,SWAA,SWAA,A,SW,29,A,5320,O,,,K,,,,IN,9,8565Z,BOEING,7378H4,42533,19940.0,10049.0,,,,,,,,,,,,PLATE,UNKNOWN,,CORRODED,BS 847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AFT CARGO COMPARTMENT FLOOR STRUCTURE; RIGHT SIDE PLATE HAS SURFACE CORROSION FROM STA 847+6;_10;+15;AND +20 AROUND FASTENER HOLES. AFT CARGO COMPARTMENT FLOOR STRUCTURE RIGHT SIDE PLATE HAS SURFACE CORROSION FROM STA 847+6_10+15AND +20 AROUND FASTENER HOLES.<[01] REMOVED CORROSION PER SRM 53-60-15-1A-1 (0.046' REMAINING THICKNESS). SIDE PLATE (SHIELD) IS OUT OF LIMITS PER SRM 53-60-15-1A-1.;[02] REMOVED RH SHIELD (SIDE PLATE).;[03] DRILLED AND COUNTERSUNK NEW R/H SHIELD I.A.W. SRM 51-40-05 AND SRM 51-40-08. NEED OK TO INSTALL;[04] OK TO INSTALL;[05] INSTALLED FASTENERS ON NEW RIGHT SIDE SHIELD I.A.W SRM 51-40-02.;[06] VERIFIED CORRECTIVE ACTION #5
SWAA2024030847710,2/2/2024 0:00:00,3/8/2024 15:43:42,SWAA,SWAA,A,SW,29,A,5320,O,,,K,,,,IN,9,8565Z,BOEING,7378H4,42533,19940.0,10049.0,,,,,,,,,,,,PLATE,UNKNOWN,,CORRODED,BS 767-787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AFT CARGO COMPARTMENT FLOOR STRUCTURE; LEFT SIDE PLATE HAS SURFACE CORROSION FROM STA 767-787 AROUND FASTENER HOLES. AFT CARGO COMPARTMENT FLOOR STRUCTURE LEFT SIDE PLATE HAS SURFACE CORROSION FROM STA 767-787 AROUND FASTENER HOLES.<[01] REMOVED CORROSIONS; REMAINING THICKNESS IS 0.033. OUT OF LIMITS IAW SRM 53-00-53-1A-2.;[02] REMOVED R/H SIDE SHIELD ( SIDE PLATE) IAW SRM 51-40-02. DRILLED AND COUNTERSUNK NEW SIDE PLATE ( SHIELD) IAW SRM 51-40-05 AND SRM 51-40-08.NEED OK TO INSTALL.;[03] SIGNED ON WRONG DOCUMENT DISREGARD STEP2;[04] L/H SIDE PLATE IS REPLACED WITH NEW FROM STA 727 - 847. ALL WORK AND SIGN OFFS ACCOMPLISHED ON TASK CARD TTG8Q00RAMEJ;[05] L/H SIDE PLATE IS REPLACED WITH NEW FROM STA 727 - 847. ALL WORK AND SIGN OFFS ACCOMPLISHED ON TASK CARD TTG8Q00RAMEJ
SWAA2024030847704,2/2/2024 0:00:00,3/8/2024 15:43:42,SWAA,SWAA,A,SW,29,A,5320,O,,,K,,,,IN,9,8565Z,BOEING,7378H4,42533,19940.0,10049.0,,,,,,,,,,,,PLATE,UNKNOWN,,CORRODED,BS 747-767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AFT CARGO COMPARTMENT FLOOR STRUCTURE; RIGHT SIDE PLATE HAS SURFACE CORROSION FROM STA 747-767 AROUND FASTENER HOLES. AFT CARGO COMPARTMENT FLOOR STRUCTURE RIGHT SIDE PLATE HAS SURFACE CORROSION FROM STA 747-767 AROUND FASTENER HOLES.<[01] REMOVED CORROSION PER SRM 53-00-53-1A-2 (0.037' REMAINING THICKNESS). SIDE PLATE IS OUT OF LIMITS PER SRM 53-00-53-1A-2.;[02] FABRICATE AND INSTALLED NEW RH SIDE PLATE SECTION FROM STA. 727H+10 TO STA. 767. ALL WORK IS ACCOMPLISHED UNDER TASK CARD# TTG8Q00RAMLU; LINE # 2095;[03] VERIFIED CORRECTIVE ACTION #2
SWAA2024040957040,2/27/2024 0:00:00,4/9/2024 17:53:55,SWAA,SWAA,A,SW,29,A,5240,O,,,K,,,,IN,9,8307K,BOEING,7378H4,36987,39033.0,18128.0,,,,,,,,,,,BOEING,ACCESS PANEL,UNKNOWN,,CRACKED,SERVICE DOOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CRACK SERVICE DOOR AFT BRACKET ACCESS PANEL 844DZ AT AFT GALLEY AREA. REPLACED SERVICE DOOR AFT BRACKET ACCESS PANEL 844DZ AT AFT GALLEY AREA IAW B737 SRM 51-40-02 AND SRM 51-10-02 ITEM 9 DWG 411A2119 SHEET 71 REV-.
AALA202402094257,2/8/2024 0:00:00,2/9/2024 14:14:43,AALA,AALA,A,SW,23,A,5250,O,,,O,,,,NR,O,859NN,BOEING,737823,29555,39448.0,16680.0,,,,,,,,,,,,DOOR,UNKNOWN,,LACK OF LUBE,LAVATORY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AIRCRAFT WAS NOT GROUNDED: DOOR ON LAVATORY D IS HARD TO OPEN AND CLOSE. LUBED BI-FOLDING DOOR AT LAVATORY D.
AALA202402093231,2/8/2024 0:00:00,2/9/2024 14:16:43,AALA,AALA,A,SW,23,A,5320,O,,,K,,,,IN,V,920AN,BOEING,737823,29521,60253.0,24619.0,,,,,,,,,,,,WEB,UNKNOWN,,CORRODED,BS 829 S17R,,,,,,,,,,,,,,,829,,17,R,,,,,,,,,,,,,,,2.0,,"AIRCRAFT IN BASE MAINTENANCE: CORROSION ON AFT CARGO DOOR CUTOUT WEB AT BS 829, S17R. REMOVED, FABRICATED, AND INSTALLED WEB PER SRM 51-40-02-0G."
AALA202402125167,2/10/2024 0:00:00,2/12/2024 17:22:47,AALA,AALA,A,SW,23,A,3350,O,,,O,,,,NR,9,976NN,BOEING,737823,33243,25110.0,10461.0,,,,,,,,,,,,LIGHT,UNKNOWN,,OUT OF POSITION,ROW 10C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"AIRCRAFT WAS NOT GROUNDED: EMERGENCY EXIT LIGHT AT 10C IS DANGLING, NOT ATTACHED. REPLACED EMERGENCY EXIT LIGHT PER AMM 33-51-11."
SWAA2024031354668,2/21/2024 0:00:00,3/13/2024 16:29:31,SWAA,SWAA,A,SW,29,A,5321,O,,,K,,,,IN,9,8683D,BOEING,7378H4,36738,26980.0,13191.0,,,,,,,,,,,,FLOOR PANEL,NOTREPORTED,,DAMAGED,CABIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PANEL 231CF PANEL ASSEMBLY - LH PASSENGER CABIN FLOOR ACCESS FIBERS MISSING.<[01] REMOVED AND REPLACED WITH NEW FLOORBOARD PER AMM 53-21-00.;[02] INSPECTED AS REQUIRED. CORRECTIVE ACTION #1
DALA2024021201928,2/7/2024 0:00:00,2/12/2024 13:27:07,DALA,DALA,A,SO,27,A,3350,O,,,K,,,,IN,O,3744F,BOEING,737832,30837,72627.0,27314.0,,,,,,,,,,,,SIGN,UNKNOWN,,DETACHED,CABIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(LOG 4448297) EMERGENCY EXIT SIGN OVER ROW 16-17 LEFT SIDE KNOCKED OFF BY PAX. REINSTALLED EMERGENCY EXIT SIGN AT ROW 16-17 LH IAW B737 AMM 33-51.
AALA202402123220,2/9/2024 0:00:00,2/12/2024 14:43:29,AALA,AALA,A,SW,23,A,2497,G,,,A,,,,CL,O,302SS,BOEING,737823,44483,9279.0,3439.0,,,,,,,,,,,,CONNECTOR,M8351303A03C,,INOPERATIVE,LT GENERATOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"AIRCRAFT WAS GROUNDED: DURING CLIMB LEFT GENARTOR OFF BUS ILLUMINATED, RESET UNSUCCESSFUL. REMOVED AND REPLACED T374 GENARTOR 1 DPCT (DIFFERENTIAL PROTECTION CURRENT TRANSFORMER) . PER AMM 24-21-71."
