"id","operator_control_number","difficulty_date","submission_date","operator_designator_id","submitter_designator_id","submitter_type_code","receiving_region_code","receiving_district_office","sdr_type","nature_condition_a","nature_condition_b","nature_condition_c","precautionary_proc_a","precautionary_proc_b","precautionary_proc_c","precautionary_proc_d","stage_of_operation","how_discovered","discrepancy","aircraft_id","operator_id","jasc_code","engine_make","engine_model","engine_serial_number","engine_total_time","engine_total_cycles","propeller_make","propeller_model","propeller_serial_number","propeller_total_time","propeller_total_cycles","part_make","part_name","part_number","part_serial_number","part_condition","part_location","part_total_time","part_total_cycles","part_time_since","part_since_code","component_make","component_model","component_name","component_part_number","component_serial_number","component_location","component_total_time","component_total_cycles","component_time_since","component_since_code","fuselage_station_from","fuselage_station_to","stringer_from","stringer_from_side","stringer_to","stringer_to_side","wing_station_from","wing_station_from_side","wing_station_to","wing_station_to_side","butt_line_from","butt_line_from_side","butt_line_to","butt_line_to_side","water_line_from","water_line_to","crack_length","number_of_cracks","corrosion_level","structural_other","aog_flag","severity","emer_flag","divert_flag","fail_flag","fault_flag","inter_flag","fire_flag","leak_flag","press_flag","elec_flag","fuel_flag","hyd_flag","flightctrl_flag","struct_flag","mel_flag","failed_part","jasc_code_description","ata_chapter","ata_chapter_description"
8412,"AALA202512302394","2025-12-26","2025-12-30",7,7,"A","SW","21","A","L","","","K","","","","IN","C","AIRCRAFT WAS NOT GROUNDED: EMERGENCY LIGHTING AT ROW SEATS 30 THRU 33 NOT WORKING. MAINTENANCE REPLACED DAMAGED CONNECTOR P1 UNDER SEAT ROW 30 ABC AND ACCOMPLISHED A SATISFACTORY OPERATIONAL CHECK WITH NO ISSUES NOTED.",1201,7,"3397","","","","","","","","","","","BOEING","ELEC CONNECTOR","","","DAMAGED","ZONE 200","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,"","","",1,"","","","","","","","","","","other","LIGHT SYSTEM WIRING",33,"Lights"
8415,"AALA202601056047","2025-12-31","2026-01-05",7,7,"A","SW","21","A","O","","","K","","","","NR","O","AIRCRAFT WAS NOT GROUNDED: GIRT BAR NEEDS TO BE ADJUSTED ON L1 DOOR. ADJUSTED L1 GIRT BAR CLIPS. OPERATIONAL CHECKS GOOD.",563,7,"2565","","","","","","","","","","","","GIRT BAR","","","OUT OF ADJUST","ZONE 800","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,"","","","","","","","","","","","","","","door","ESCAPE SLIDE",25,"Equipment / Furnishings"
8419,"AALA202601121734","2025-12-08","2026-01-12",7,7,"A","SW","21","A","O","","","K","","","","IN","V","AIRCRAFT IN BASE MAINTENANCE: CORROSION TO AFT CARGO COMPARTMENT INTERCOSTAL FROM BS 927 TO BS 947 AT LBL 6. REPLACED INTERCOSTAL PER EA 370814.",1187,7,"5320","","","","","","","","","","","BOEING","INTERCOSTAL","147A758035","","CORRODED","ZONE 100","","","","","","","","","","","","","","","927","947","","","","","","","","","6.0","L","","","","","","","2.0","","",0,"","","","","","","","","","","","",1,"","other","FUSELAGE MISCELLANEOUS STRUCTURE",53,"Fuselage"
8421,"AALA202512157122","2025-12-11","2025-12-15",7,7,"A","SW","21","A","O","","","K","","","","IN","V","AIRCRAFT IN BASE MAINTENANCE: CRACK IN PASSENGER CABIN FLOOR STRUCTURE BREAK ASSEMBLY PANEL AT BS 540, RBL1. REPLACED BREAK ASSEMBLY PANEL PER AARD 51-00-05-1.",1187,7,"5315","","","","","","","","","","","BOEING","FLOORBEAM","143A524036","","CRACKED","ZONE 200","","","","","","","","","","","","","","","540","","","","","","","","","","1.0","R","","","","","1.0",1,"","","",0,"","","","","","","","",1,"","","",1,"","panel","FUSELAGE MAIN, FLOOR BEAM",53,"Fuselage"
8425,"AALA202601275979","2025-12-20","2026-01-27",7,7,"A","SW","21","A","O","","","K","","","","IN","V","AIRCRAFT IN BASE MAINTENANCE: CORROSION ON AFT CARGO COMPARTMENT TRANSITION PANEL BETWEEN BS 727 AND BS 727B AT S25L. REPLACED TRANSITION PANEL PER AARD 51-00-05-1.",1237,7,"5320","","","","","","","","","","","BOEING","TRANSITION PANEL","146A750231","","CORRODED","ZONE 100","","","","","","","","","","","","","","","727","727B","25","L","","","","","","","","","","","","","","","2.0","","",0,"","","","","","","","","","","","",1,"","panel","FUSELAGE MISCELLANEOUS STRUCTURE",53,"Fuselage"
15828,"AALA202412090507","2024-12-08","2024-12-09",7,7,"A","SW","21","A","O","","","K","","","","IN","V","AIRCRAFT WAS NOT GROUNDED: 15C EMERGENCY PANEL HAS POPPED OFF AND IS NOT ILLUMINATING. SECURED SEAT MOUNTED FLOOR LIGHTING EMERGENCY LIGHT AND COVER ASREQUIRED AT SEAT 15C. PROPER FUNCTION VERIFIED. PER STANDARD PRACTICES OF GPM 02-01-2.",1201,7,"3350","","","","","","","","","","","","LIGHT","","","DISLODGED","ZONE 200","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,"","","","","","","","","","","","","","","panel","EMERGENCY LIGHTING",33,"Lights"
8431,"AALA202512244387","2025-12-20","2025-12-24",7,7,"A","SW","21","A","O","","","K","","","","IN","V","AIRCRAFT WAS NOT GROUNDED: UNABLE TO OPEN FLIGHT DECK DOOR. FLIGHT DECK ACCESS PANEL WAS UNPOWERED. MAINTENANCE LUBRICATED FLIGHT DECK DOOR STRIKER ASSEMBLY (AALA202512237093) AND THE DOOR HANDLE ASSEMBLY (AALA202512244387). A SATISFACTORY OPERATIONAL CHECK WAS ACCOMPLISHED WITH NO ISSUES NOTED.",403,7,"5250","","","","","","","","","","","BOEING","HANDLE","","","STICKING","ZONE 800","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0,"","","",1,"","","","","","","","","","","panel","FIXED INNER DOORS",52,"Doors"
8441,"AALA202512059518","2025-12-04","2025-12-06",7,7,"A","SW","21","A","O","","","K","","","","IN","V","AIRCRAFT WAS NOT GROUNDED: FLIGHT ATTENDANT REPORTS EMERGENCY FLASHLIGHT INOPERATIVE FORWARD JUMPSEAT. REMOVE AND REPLACED FLASHLIGHT. PER AMM 25-64-00-200-803.",1237,7,"2560","","","","","","","","","","","","FLASHLIGHT","P2070015002","","INOPERATIVE","ZONE 200","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,"","","","","","","","","","","","","","","other","EMERGENCY EQUIPMENT",25,"Equipment / Furnishings"
8445,"AALA202512314664","2025-12-07","2025-12-31",7,7,"A","SW","21","A","O","","","K","","","","IN","V","AIRCRAFT IN BASE MAINTENANCE: RIGHT WING, INBOARD FLAP OUTBOARD TRAILING EDGE SKIN DELAMINATED. REPLACED LOWER SKIN PER CMM 57-53-05.",1187,7,"5753","","","","","","","","","","","BOEING","SKIN","","","DELAMINATED","ZONE 600 FLAP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0,"","","",1,"","","","","","","",1,1,"","other","TRAILING EDGE FLAPS",57,"Wings"
8472,"AALA202601153868","2025-12-09","2026-01-15",7,7,"A","SW","21","A","O","","","K","","","","IN","V","AIRCRAFT IN BASE MAINTENANCE: CORROSION ON AFT CARGO COMPARTMENT STRINGER LOCATED FROM BS 907 TO BS 927, AT S26L. REPLACED STRINGER PER SRM 53-00-03-2R.",1187,7,"5313","","","","","","","","","","","BOEING","STRINGER","147A32159","","CORRODED","ZONE 100","","","","","","","","","","","","","","","907","927","26","L","","","","","","","","","","","","","","","2.0","","",0,"","","","","","","","","","","","",1,"","other","FUSELAGE MAIN, LONGERON/STRINGER",53,"Fuselage"
8453,"AALA202512111051","2025-12-10","2025-12-11",7,7,"A","SW","21","A","O","","","K","","","","IN","V","AIRCRAFT WAS NOT GROUNDED: AFT GALLEY EXIT SIGN BROKEN OVER AFT LEFT DOOR. REMOVED AND REPLACED AFT GALLEY EXIT SIGN OVER AFT LEFT DOOR. PER AMM 33-53-01.",788,7,"3350","","","","","","","","","","","","SIGN","","","BROKEN","ZONE 200","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,"","","","","","","","","","","","","","","door","EMERGENCY LIGHTING",33,"Lights"
8456,"AALA202512306977","2025-12-26","2025-12-30",7,7,"A","SW","21","A","O","","","K","","","","IN","V","AIRCRAFT WAS GROUNDED: AFTER PARKING AT GATE FLIGHT ATTENDANT 1 REPORTED AN ISSUE WITH THE GIRT BAR AND L1 DOOR WOULD NOT OPEN RESULTING IN A PARTIAL SLIDE DEPLOYMENT. MAINTENANCE INSPECTED THE DOOR AREA AND SLIDE PACK COVER FOR DAMAGE WITH NO ISSUES NOTED. MMAINTENANCE REPLACED THE SLIDE ASSEMBLY PER TASK CARD 08L22125001.",398,7,"2565","","","","","","","","","","","BFGOODRICH","SLIDE","5A3307701","BNG16657","DEPLOYED","ZONE 800",36005,15369,2105,"R","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,"","","",1,"","","",1,"","","","","","","pack","ESCAPE SLIDE",25,"Equipment / Furnishings"
8457,"AALA202601060573","2025-12-12","2026-01-06",7,7,"A","SW","21","A","S","J","","K","","","","CR","V","AIRCRAFT WAS NOT GROUNDED: NUMBER 2 AFT FUEL PUMP ANNUNCIATING LOW PRESSURE IN CRUISE WITH 5,700LBS IN TANK. NOT MAKING 1 FLIGHT LEG WITHOUT REPEATING. **SUPPLEMENTAL REPORT FOR (AALA202512160573) SUBMITTED ON 12/16/2025 BY DFW: REMOVE AND REPLACED TANK 2 AFT MAIN FUEL PUMP, PER AMM 28-22-41. OPERATIONAL AND LEAK CHECK GOOD**(CLOSED).",58,7,"2842","","","","","","","","","","","HYDROAIRE","PUMP","607551005","121150402","FAULTY","ZONE 100",15878,7475,15878,"O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,"","","",1,"","","","","",1,"","","","","pump","FUEL QUANTITY SENSOR",28,"Fuel"
8460,"AALA202512126160","2025-12-12","2025-12-12",7,7,"A","SW","21","A","O","","","K","","","","IN","V","AIRCRAFT WAS NOT GROUNDED: EMERGENCY SLIDE LIGHT FOR AFT ENTRY DOOR INOPERATIVE. REMOVED AND REPLACED LAMP FOR EMERGENCY SLIDE LIGHT ASSEMBLY ON AFT ENTRY DOOR. IAW AMM 33-51-04. OPERATIONAL TESTED GOOD.",354,7,"3350","","","","","","","","","","","","LAMP","","","INOPERATIVE","ZONE 200","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,"","","","","","","","","","","","","","","door","EMERGENCY LIGHTING",33,"Lights"
8461,"AALA202512128204","2025-12-10","2025-12-12",7,7,"A","SW","21","A","S","B","","D","","","","TX","O","AIRCRAFT WAS GROUNDED: AIRCRAFT PULLS TO THE LEFT EXCESSIVELY THERE IS A BURNED RUBBER ODOR ON TAKE OFF AND LANDING. ACCOMPLISHED INSPECTION OF STEERING CABLE PULLEYS & OPS, IAW AMM 32-51-31. ACCOMPLISHED FULL NLG RIG CHECK. ADJUSTED NGPP-A CABLE TENSION (AALA202512128204), IAW AMM 32-51-00. ACCOMPLISHED FULL NLG STRUT SERVICE (AALA202512128030), IAW AMM 12-12-41. FOUND NR 2 BRAKE SEIZED. R & R NR 2 BRAKE ASSEMBLY (AALA202512121925), IAW AMM 32-41-41. OPS CHECKED GOOD, NO LEAKS NOTED.",839,7,"3250","","","","","","","","","","","","LANDING GEAR","","","OUT OF RIG","ZONE 700","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,3,"","","","","",1,"","",1,"","","","","","strut","LANDING GEAR STEERING SYSTEM",32,"Landing Gear"
8466,"AALA202601143734","2025-12-04","2026-01-14",7,7,"A","SW","21","A","O","","","K","","","","IN","V","AIRCRAFT IN BASE MAINTENANCE: CORROSION TO AFT SERVICE DOOR CUTOUT SHIM AT BS 967, S16R. REPLACED SHIM PER SRM 53-70-15-2R.",145,7,"5320","","","","","","","","","","","BOEING","SHIM","","","CORRODED","ZONE 200","","","","","","","","","","","","","","","967","","16","R","","","","","","","","","","","","","","","2.0","","",0,"","","","","","","","","","","","",1,"","door","FUSELAGE MISCELLANEOUS STRUCTURE",53,"Fuselage"
8475,"AALA202512206681","2025-12-19","2025-12-20",7,7,"A","SW","21","A","L","","","K","","","","IN","C","AIRCRAFT IN BASE MAINTENANCE: EMERGENCY LIGHT AT SEAS 14ABC DOES NOT COME ON. REPINNED EMERGENCY CONNECTOR ON SEAT 13ABC PER SWPM 20-61-28. PERFORMED OPS CHECK IAW AMM 33-51-00. OPS CHECK PASS.",703,7,"3397","","","","","","","","","","","","ELEC CONNECTOR","","","INOPERATIVE","ZONE 200","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,"","","","","","","","","","","","","","","other","LIGHT SYSTEM WIRING",33,"Lights"
8477,"AALA202512029568","2025-12-01","2025-12-02",7,7,"A","SW","21","A","L","","","K","","","","IN","C","AIRCRAFT WAS NOT GROUNDED: EXTERIOR L2 DOOR EMERGENCY LIGHT INOPERATIVE. REPLACED EXTERIOR L2 DOOR EMERGENCY SIDELIGHT LAMP. PER AMM 33-51-04. OPERATIONAL CHECK GOOD.",1325,7,"3350","","","","","","","","","","","","LAMP","","","INOPERATIVE","ZONE 200","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,"","","","","","","","","","","","","","","door","EMERGENCY LIGHTING",33,"Lights"
8481,"AALA202512031899","2025-12-02","2025-12-03",7,7,"A","SW","21","A","O","","","K","","","","IN","V","AIRCRAFT WAS NOT GROUNDED: FORWARD FLIGHT ATTANDENT SEAT INBOARD FLASHLIGHT HOUSING BROKEN. REPLACED FORWARD FLIGHT ATTANDENT SEAT INBOARD FLASHLIGHT HOUSING. PER AMM 25-64-00.",905,7,"2560","","","","","","","","","","","","CRADLE","","","BROKEN","ZONE 200","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,"","","","","","","","","","","","",1,"","other","EMERGENCY EQUIPMENT",25,"Equipment / Furnishings"
8486,"AALA202512057776","2025-12-05","2025-12-06",7,7,"A","SW","21","A","L","","","K","","","","IN","C","AIRCRAFT IN BASE MAINTENANCE: AFT LEFT HAND OUTBOARD FLASHLIGHT NOT CHARGING. REMOVED AND REPLACED FLASHLIGHT ASSEMBLY, OPS CHECKED GOOD IAW AMM 25-64-00.",1344,7,"3350","","","","","","","","","","","","FLASHLIGHT","","","NO TEST","ZONE 200","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,"","","","","","","","","","","","","","","other","EMERGENCY LIGHTING",33,"Lights"
8487,"AALA202512049707","2025-12-03","2025-12-04",7,7,"A","SW","21","A","O","","","K","","","","IN","V","AIRCRAFT IN BASE MAINTENANCE: CORROSION ON FUSELAGE SKIN AT AFT LAVATORY VENT CUTOUT AT BS 907, S21L. REPAIRED SKIN PER SRM 53-70-01-2R-3-REPAIR 3.",475,7,"5330","","","","","","","","","","","BOEING","SKIN","","","CORRODED","ZONE 100","","","","","","","","","","","","","","","907","","21","L","","","","","","","","","","","","","","","","","",0,"","","","","","","","","","","","",1,"","other","FUSELAGE MAIN, PLATE/SKIN",53,"Fuselage"
8514,"AALA202512167202","2025-12-15","2025-12-16",7,7,"A","SW","21","A","J","","","A","","","","AP","O","AIRCRAFT WAS GROUNDED: AN EMERGENCY WAS DECLARED DUE TO: UPON CONFIGURATION FLAPS STUCK AT 27 DEGREES WITH AMBER LEADING EDGE FLAPS TRANSIT LIGHT ILLUMINATED. AIRCRAFT EMERGENCY LANDED SAFELY AT IND. INSPECTED AND FOUND HYDRAULIC SYSTEM-B LOW, SERVICED HYDRAULIC SYSTEM-B. PER AMM 12-12-00. INSPECTED FOR LEAKS NO LEAKS NOTED. TROUBLESHOOT PER FIM 27-51-00-810-813 WITH NO ADDITIONAL FAULTS NOTED.",50,7,"2910","","","","","","","","","","","","HYDRAULIC SYSTEM","","","UNDERSERVICED","ZONE 100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,3,1,"","",1,"","","","","","","",1,"","","other","HYDRAULIC SYSTEM, MAIN",29,"Hydraulic Power"
8495,"AALA202512096814","2025-12-08","2025-12-09",7,7,"A","SW","21","A","O","","","K","","","","IN","V","AIRCRAFT IN BASE MAINTENANCE: CRACK IN PASSENGER CABIN FLOOR SUPPORT INTERCOSTAL BETWEEN BS 274 AND BS 294.5 AT BL 0. REPLACED FLOOR SUPPORT IAW AARD 51-00-05-1.",1187,7,"5320","","","","","","","","","","","BOEING","FLOOR SUPPORT","141A5410139","","CRACKED","ZONE 100","","","","","","","","","","","","","","","274","294.5","","","","","","","","","0.0","","","","","","1.0",1,"","","",0,"","","","","","","","","","","","",1,"","other","FUSELAGE MISCELLANEOUS STRUCTURE",53,"Fuselage"
8497,"AALA202512093233","2025-12-08","2025-12-09",7,7,"A","SW","21","A","J","","","A","","","","CR","O","AIRCRAFT WAS GROUNDED: AN EMERGENCY WAS DECLARED DUE TO: INTERMITTENT SPEED LIMITS FLAG ON BOTH PRIMARY FLIGHT DISPLAY AND ON HUD. AIRCRAFT DIVERTED TO AND LANDED SAFELY AT PHL. REMOVED AND REPALCED PLUG D365 (AALA202512095799), PER SWPM 20-26-11. ALSO, REMOVE AND REPLACED (SMYD)-STALL MANAGEMENT YAW DAMPER COMPUTER #1 (AALA202512093233). PER AMM 27-32-42.",356,7,"2730","","","","","","","","","","","","COMPUTER","285A10104","","FAULTED","ZONE 100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,3,1,1,"","",1,"","","","","","","","","","computer","ELEVATOR CONTROL SYSTEM",27,"Flight Controls"
8500,"AALA202601029461","2025-12-30","2026-01-02",7,7,"A","SW","21","A","O","","","K","","","","IN","V","AIRCRAFT WAS NOT GROUNDED: FLIGHT DECK DOOR DIFFICULT TO OPEN WHEN CLOSED AND UNLOCKED. MAINTENANCE CLEANED, LUBRICATED DOOR LATCH STRIKER ASSEMBLY AND ACCOMPLISHED A SATISFACTORY OPERATIONAL CHECK PER AMM 52-51-00 WITH NO ISSUES NOTED.",585,7,"5250","","","","","","","","","","","BOEING","STRIKER","","","STICKING","ZONE 800","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0,"","","",1,"","","","","","","","","","","latch","FIXED INNER DOORS",52,"Doors"
8510,"AALA202512159834","2025-12-11","2025-12-15",7,7,"A","SW","21","A","O","","","K","","","","IN","V","AIRCRAFT IN BASE MAINTENANCE: CRACK IN FORWARD CARGO COMPARTMENT BAFFLE AT STA 500B, S25L. REPLACED BAFFLE PER AARD 51-00-05-1.",1187,7,"5320","","","","","","","","","","","BOEING","BAFFLE","143A751022","","CRACKED","ZONE 100","","","","","","","","","","","","","","","500B","","25","L","","","","","","","","","","","","","2.0",1,"","","",0,"","","","","","","","","","","","",1,"","other","FUSELAGE MISCELLANEOUS STRUCTURE",53,"Fuselage"
8511,"AALA202512162991","2025-12-12","2025-12-16",7,7,"A","SW","21","A","O","","","K","","","","IN","V","AIRCRAFT WAS GROUNDED: MULTIPLE AGENTS REPORTED FORWARD ENTRY DOOR DIFFICULT TO OPEN. ADJUSTED FORWARD ENTRY DOOR. PER MM 52-11-00.",607,7,"5210","","","","","","","","","","","","DOOR","","","OUT OF ADJUST","ZONE 800","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0,"","","","","","","","","","","","","","","door","PASSENGER/CREW DOORS",52,"Doors"
8513,"AALA202512163963","2025-12-14","2025-12-16",7,7,"A","SW","21","A","B","","","K","","","","IN","O","AIRCRAFT WAS NOT GROUNDED: RIGHT GALLEY OVEN HAS STRONG BURNING SMELL WHEN IN USE. REMOVED AND REPLACED GALLEY CONVECTION OVEN. PER AMM 25-32-03. OPERATIONAL CHECK GOOD NO FAULTS AT THIS TIME.",126,7,"2530","","","","","","","","","","","","OVEN","","","ODOR","ZONE 900","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,"","","",1,"",1,"","","","","","","",1,"CND","BUFFET/GALLEYS",25,"Equipment / Furnishings"
8515,"AALA202512162484","2025-12-11","2025-12-16",7,7,"A","SW","21","A","B","","","O","","","","NR","O","AIRCRAFT WAS GROUNDED: FLIGHT ATTENDANT REPORTED ELECTRICAL SMELL IN THE CABIN AFTER LANDING. ACCOMPLISHED JOB CARD 08L00021001 FOR TROUBLESHOOTING. FOUND BURN MARKS AT FORWARD GALLEY ELECTRICAL CONTROL PANEL. REMOVED AND REPLACED GALLEY 2 OVEN ELECTRICAL CONTROL PANEL. PER EA#370764.",139,7,"2530","","","","","","","","","","","","CONTROL PANEL","16A2551501","","SHORTED","ZONE 900","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,3,"","","","","",1,"","",1,"","","","",1,"oven","BUFFET/GALLEYS",25,"Equipment / Furnishings"
8516,"AALA202512178948","2025-12-14","2025-12-17",7,7,"A","SW","21","A","O","","","K","","","","IN","V","AIRCRAFT IN BASE MAINTENANCE: L2 DOOR GIRT IS STIFF AND NOT FOLDED. GIRT CATCHES ON THE DOOR THRESHOLD WHEN TRYING TO CLOSE THE DOOR. PACKED EXTRA GIRT BAR FOLD INSIDE VALISE TO HELP CLEAR DOOR WAY. PER CMM 25-60-37 PAGE 160.",1216,7,"2560","","","","","","","","","","","","LINER","","","OUT OF RIG","GIRT BAR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,"","","","","","","",1,"","","","","","","pack","EMERGENCY EQUIPMENT",25,"Equipment / Furnishings"
8517,"AALA202512175969","2025-12-16","2025-12-17",7,7,"A","SW","21","A","J","","","O","","","","CL","O","AIRCRAFT WAS GROUNDED: AN EMERGENCY WAS DECLARED DUE TO: AFTER TAKEOFF WHEN FLAPS WERE RETRACTED THE LEADING EDGE FLAPS TRANSIT LIGHT REMAINED ILLUMINATED AND THE NUMBER 2 SLAT TRANSIT LIGHT REMAINED ON. AIRCRAFT AIR INTERRUPTED BACK TO AND LANDED SAFELY AT DFW. PERFORMED TROUBLESHOOTING, PER FIM 27-88-00-810-804 , HARD FAULTON FSEU 27-81203, SLAT 2 PROXIMITY SENSOR S997, PERFORMED WIRING CHECKS FROM FSEU RACK J7 AND K7 TO RED AND BLUE WIRES TO SENSOR 997 WIRING CHECKS GOOD, YELLOW GROUND WIRE AT PROX SENSOR S997 ALSOCHECKS GOOD. REMOVED AND REPLACAED S997 SENSOR. PER AMM 27-88-11. OPERATIONAL CHECKS GOOD.",938,7,"2781","","","","","","","","","","","","SENSOR","","","FAULTY","ZONE 500 SLAT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,3,1,"","",1,"","","","","","","",1,"","","sensor","LE SLAT POSITION IND. SYSTEM",27,"Flight Controls"
8520,"AALA202601270375","2025-12-31","2026-01-27",7,7,"A","SW","21","A","O","","","K","","","","IN","V","AIRCRAFT IN BASE MAINTENANCE: CORROSION ON PASSENGER CABIN FLOOR BEAM UPPER CHORD (T-CAP) AT BS 947, RBL 51. REPAIRED UPPER CHORD PER SRM 53-70-51-2R-5 AND EA 371483.",1023,7,"5315","","","","","","","","","","","","FLOORBEAM","","","CORRODED","ZONE 100","","","","","","","","","","","","","","","947","","","","","","","","","","51.0","R","","","","","","","2.0","","",0,"","","","","","","","","","","","",1,"","other","FUSELAGE MAIN, FLOOR BEAM",53,"Fuselage"
8523,"AALA202512221287","2025-12-19","2025-12-22",7,7,"A","SW","21","A","O","","","O","","","","TX","O","AIRCRAFT WAS NOT GROUNDED: L1 DOOR SLIDE INADVERTENTLY PARTIALLY DEPLOYED DURING REOPENING OF DOOR. MAINTENANCE REPLACED SLIDE PER TASK CARD 09L20025004.",563,7,"2565","","","","","","","","","","","BFGOODRICH","SLIDE","5A33079","","UNWANTED DEPLOY","ZONE 800","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,"","","","","","","","","","","","","","","door","ESCAPE SLIDE",25,"Equipment / Furnishings"
8527,"AALA202512266851","2025-12-22","2025-12-26",7,7,"A","SW","21","A","O","","","K","","","","IN","V","AIRCRAFT WAS GROUNDED: MAINTENANCE FOUND L1 DOOR LOWER SNUBBER BROKEN ON DOOR SIDE. REPLACED SNUBBER AND ACCOMPLISHED A SATISFACTORY OP CHKD PER AMM 52-11-51.",16,7,"5210","","","","","","","","","","","BOEING","SNUBBER","501501","","BROKEN","ZONE 800","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0,"","","",1,"","","","","","","","","","","door","PASSENGER/CREW DOORS",52,"Doors"
8528,"AALA202512265543","2025-12-23","2025-12-26",7,7,"A","SW","21","A","O","","","K","","","","IN","V","AIRCRAFT WAS NOT GROUNDED: L1 OUTSIDE DOOR HANDLE WAS NOT FLUSH UP UPON ARRIVAL INTO O'HARE. GATE AGENT SAW THE DISCREPANCY. MAINTENANCE LUBRICATED L1 DOOR EXTERIOR HANDLE TUBE MECHANISM AND ACCOMPLISHED A SATISFACTORY OP CHECK PER AMM 52-11-00.",967,7,"5210","","","","","","","","","","","BOEING","HANDLE","","","LACK OF LUBE","ZONE 800","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0,"","","","","","","","","","","","","","","door","PASSENGER/CREW DOORS",52,"Doors"
